text,label,clean_text,finbert_label
"WATCH: From Elon Musk's bid to avoid buying Twitter to hedge-fund titan Bill Ackman giving back $4 billion to investors, we round up the big stories in business and finance over the week  https://t.co/duLwaF4JLe",9,watch from elon musks bid to avoid buying twitter to hedgefund titan bill ackman giving back 4 billion to investors we round up the big stories in business and finance over the week  ,0
"Poland, the EU's top coal producer, is scrambling to fill a potential deficit of the fuel ahead of winter  https://t.co/2L57CBFMkn",14,poland the eus top coal producer is scrambling to fill a potential deficit of the fuel ahead of winter  ,1
"$BANR - Banner Non-GAAP EPS of $1.25 beats by $0.02, revenue of $148.28M beats by $2.78M  https://t.co/iSnqCmo3JG",7,banr  banner nongaap eps of 125 beats by 002 revenue of 14828m beats by 278m  ,1
$PNC - PNC Financial Q2 2022 Earnings Preview  https://t.co/pDJKiX1FkZ,5,pnc  pnc financial q2 2022 earnings preview  ,0
"Apple's pivot to a subscription-like model creates a clear path to a market capitalization of more than $3 trillion, according to Morgan Stanley  https://t.co/bBGPpOcnjz",18,apples pivot to a subscriptionlike model creates a clear path to a market capitalization of more than 3 trillion according to morgan stanley  ,0
Eurozone CPI rises in-line with forecast  https://t.co/Q86IfNBfgx,14,eurozone cpi rises inline with forecast  ,1
Oil eased after a three-day climb as investors weighed data that pointed to a rise in US inventories and the outlook for the dollar  https://t.co/Xz28eb9TST,6,oil eased after a threeday climb as investors weighed data that pointed to a rise in us inventories and the outlook for the dollar  ,1
"Cross Country Healthcare Names Craig Hoven SVP, Managing Consultant of Cejka Search  https://t.co/TIXUNp1acU  https://t.co/OfJ95HeGXg",17,cross country healthcare names craig hoven svp managing consultant of cejka search    ,0
"Beige Book says economy expanded at modest pace, monthly budget deficit down almost 50% yr/yr $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket",14,beige book says economy expanded at modest pace monthly budget deficit down almost 50 yryr spy qqq dia spx compq djia   economy stockmarket,0
"Alpine Immune Sciences Appoints Jörn Drappa, MD, PhD, to Board of Directors  https://t.co/ZedGB5jxyW  https://t.co/6u8Jh2XmrF",17,alpine immune sciences appoints jörn drappa md phd to board of directors    ,0
Bank of England policy maker Michael Saunders dismisses calls for a return to a monetary supply target for the central bank and says the current monetary framework is best left untouched  https://t.co/5G4bBvuB0B,1,bank of england policy maker michael saunders dismisses calls for a return to a monetary supply target for the central bank and says the current monetary framework is best left untouched  ,0
Cognito Therapeutics Announces Data Presentations at the Alzheimer’s Association International Conference 2022  https://t.co/XDX045SXBQ  https://t.co/iq7bDx5TO1,2,cognito therapeutics announces data presentations at the alzheimers association international conference 2022    ,0
"Surprise policy tightening moves announced by central banks in Singapore and the Philippines signal Asia is now fully awake to the threat of accelerating inflation, and is playing catch up with its global peers  https://t.co/onVp35svYS",1,surprise policy tightening moves announced by central banks in singapore and the philippines signal asia is now fully awake to the threat of accelerating inflation and is playing catch up with its global peers  ,2
$SILK - Silk Road Medical: Divergence From Alternative Risk Premia Means Lack Of Upside Capture.  https://t.co/fT1R8uCS4C #economy #business #trading,18,silk  silk road medical divergence from alternative risk premia means lack of upside capture   economy business trading,2
PepsiCo CFO Hugh Johnston speaks on inflation and details the impact it’s been having on consumer pricing across the $PEP product line.  https://t.co/VfVRt8N5pR,2,pepsico cfo hugh johnston speaks on inflation and details the impact its been having on consumer pricing across the pep product line  ,0
$CLVR $CLVRW - Clever Leaves expands partnership with Cantourage  https://t.co/HsHtN0d0Vp,2,clvr clvrw  clever leaves expands partnership with cantourage  ,0
US and Israel to pledge to stop Iran developing nuclear weapon  https://t.co/s1UT51mNVr,14,us and israel to pledge to stop iran developing nuclear weapon  ,0
$NRDY - Dialing In On Nerdy.  https://t.co/noBQDbo8lt #markets #economy #business,18,nrdy  dialing in on nerdy   markets economy business,0
$BONDX: Treasury Market Summary  https://t.co/YTIMkCcqGS,3,bondx treasury market summary  ,0
Fed officials have signaled they are likely to raise interest rates by 0.75 percentage point at their next meeting to combat high inflation   https://t.co/tELFJ0JOHY  https://t.co/pZsM202h3i,1,fed officials have signaled they are likely to raise interest rates by 075 percentage point at their next meeting to combat high inflation     ,0
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  https://t.co/f2TvDOPkSx,2,packagedfood giant conagra expects shoppers to grow increasingly wary about higher grocery bills  ,2
RECAP 7/12 +Pos Comments: $EPM  + Northland $TSM + Citi $PRE + Citi $UPS + Wolfe  RECAP 7/12 -Neg Comments: $HASI - MuddyWaters $UMC - Citi  Live Breaking trading news  https://t.co/yChRCoaR8v,18,recap 712 pos comments epm   northland tsm  citi pre  citi ups  wolfe  recap 712 neg comments hasi  muddywaters umc  citi  live breaking trading news  ,0
"$FZT: FAST Acquisition Corp. II: Falcon's Beyond to merge with FZT in SPAC deal; deal valued at $1 bln, expected to...  https://t.co/w96mZajnup",13,fzt fast acquisition corp ii falcons beyond to merge with fzt in spac deal deal valued at 1 bln expected to  ,0
$VTRS - Viatris: Guidance Likely To Be Cut With Q2 Results.  https://t.co/YAVh3b5QXW #investing #economy #trading,7,vtrs  viatris guidance likely to be cut with q2 results   investing economy trading,2
"NY Fed: Inflation Expectations Increase At Short Term, But Decline At Medium And Longer Terms; Home Price Growth Expectations Decline Sharply   https://t.co/TL7GoJmhgK",1,ny fed inflation expectations increase at short term but decline at medium and longer terms home price growth expectations decline sharply   ,2
U.S. Dollar Trending Higher As Primary Global Reserve Currency (Technical Analysis).  https://t.co/rJGUTr4sgJ #stockmarket #finance #investing,8,us dollar trending higher as primary global reserve currency technical analysis   stockmarket finance investing,1
Morningstar reveals cheap stocks in the 'overvalued' oil sector — and says one is 'a bargain'  https://t.co/H0DueTydYN,6,morningstar reveals cheap stocks in the overvalued oil sector  and says one is a bargain  ,0
"$GOOG $GOOGL - Exane hits sidelines on Alphabet amid ad pressures, rival headwinds  https://t.co/uAM3RGaCae",0,goog googl  exane hits sidelines on alphabet amid ad pressures rival headwinds  ,2
Tesla Q2 earnings preview: Why 2022 production target is key  https://t.co/c45P1oOqWX by @Pras_S  https://t.co/tA6XCHIGAz,5,tesla q2 earnings preview why 2022 production target is key   by pras_s  ,0
LEO Pharma Announces Publication of Adbry™ (tralokinumab-ldrm) Efficacy Data in Moderate-to-Severe Atopic Dermatitis in American Journal of Clinical Dermatology  https://t.co/G34GJENx9G  https://t.co/8adKtj0BRy,2,leo pharma announces publication of adbry tralokinumabldrm efficacy data in moderatetosevere atopic dermatitis in american journal of clinical dermatology    ,0
Watch Jim Cramer's full interview with IBM CEO Arvind Krishna  https://t.co/YQVTnwzKeg,2,watch jim cramers full interview with ibm ceo arvind krishna  ,0
Consumers worldwide are feeling impacts of rising energy prices.  Locked-in renewable power prices could provide a spot of relief (via @climate)  https://t.co/GZNRa9f23p,9,consumers worldwide are feeling impacts of rising energy prices  lockedin renewable power prices could provide a spot of relief via climate  ,1
$FRC - First Republic Executing Well And Still Undervalued.  https://t.co/vmoiyqDKmA #finance #markets #economy,18,frc  first republic executing well and still undervalued   finance markets economy,1
Teradata Announces 2022 Second Quarter Earnings Release Date  https://t.co/96HWLcgDmv  https://t.co/U25czQiuPw,5,teradata announces 2022 second quarter earnings release date    ,0
"$VOLAF $VLVLY $VOLVF - Volvo AB GAAP EPS of SEK 5.14, revenue of SEK 118.9B  https://t.co/DnRkh9crLJ",7,volaf vlvly volvf  volvo ab gaap eps of sek 514 revenue of sek 1189b  ,0
"Once crypto's biggest cheerleaders, venture capitalists have pulled back from investing in blockchain startups  https://t.co/AbxI91iX2p",9,once cryptos biggest cheerleaders venture capitalists have pulled back from investing in blockchain startups  ,2
"HNI Healthcare’s VitalsMD® Software Achieves HITRUST Risk-based, 2-year Certification to Manage Risk, Improve Security Posture, and Meet Compliance Requirements  https://t.co/gMVnE2cU5r  https://t.co/0kmFdfIsMa",2,hni healthcares vitalsmd software achieves hitrust riskbased 2year certification to manage risk improve security posture and meet compliance requirements    ,1
Why Cathie Wood thinks the Fed is making a big mistake  https://t.co/u5IrFEwzsc,1,why cathie wood thinks the fed is making a big mistake  ,2
$MYMD - MyMD to collaborate with leading U.S. eye hospital Bascom on a pre-clinical study  https://t.co/pbIdOtmUT3,2,mymd  mymd to collaborate with leading us eye hospital bascom on a preclinical study  ,0
"Wovenware Expands Operations in First-Half 2022; Receives Recognition for AI Innovation, Business Leadership  https://t.co/7D5HGNrNkv  https://t.co/Ii41Z0JXL6",2,wovenware expands operations in firsthalf 2022 receives recognition for ai innovation business leadership    ,1
"$UNCY news from MT Newswires: Unicycive Therapeutics Signs License Agreement with Lee's Pharmaceutical Unit for Renazorb in China, Other Asian Markets.",2,uncy news from mt newswires unicycive therapeutics signs license agreement with lees pharmaceutical unit for renazorb in china other asian markets,0
ICYMI: @federalreserve developed the Expected Losses Estimator (ELE) tool for community banks as they transition to the Current Expected Credit Losses (CECL) standard in 2023. To learn more about ELE:  https://t.co/jnb9C8RNTA  https://t.co/0GG6ntLOdJ,1,icymi federalreserve developed the expected losses estimator ele tool for community banks as they transition to the current expected credit losses cecl standard in 2023 to learn more about ele    ,0
$COMDX: Metals Settlement Prices  https://t.co/Ybl41al31t,10,comdx metals settlement prices  ,0
US EIA Natural Gas Storage Change (BCF) 08-Jul: +58 (est +57; prev +60)  - Salt Dome Cavern NatGas Stocks (BCF): -12 (prev -9),6,us eia natural gas storage change bcf 08jul 58 est 57 prev 60   salt dome cavern natgas stocks bcf 12 prev 9,0
$MBI: MBIA receives initial distribution from Puerto Rico Highways and Transportation Authority  https://t.co/Rfc2aSd8vM,2,mbi mbia receives initial distribution from puerto rico highways and transportation authority  ,0
It's ECB rate decision day — here's what to expect  https://t.co/ktlSopPkgf,1,its ecb rate decision day  heres what to expect  ,0
$LGVN added a few more shares..... market makers shaking out weak hands before a huge catalyst later this month. Abstract Presentation at the Alzheimer’s Association International Conference  https://t.co/lFbc4SAW6e,19,lgvn added a few more shares market makers shaking out weak hands before a huge catalyst later this month abstract presentation at the alzheimers association international conference  ,1
Twitter v. Musk: Can the billionaire be forced to buy Twitter?  https://t.co/TAPC9g9FyO by @agarfinks  https://t.co/utTPmcmXqh,2,twitter v musk can the billionaire be forced to buy twitter   by agarfinks  ,0
LollyLaw Announces Launch of Native Payments Solution  https://t.co/KN9NzGLFDJ  https://t.co/FNxlIvBM6I,2,lollylaw announces launch of native payments solution    ,1
"CANADA TO LAUNCH ITS OWN DISPUTE CONSULTATIONS OVER MEXICAN ENERGY POLICIES, TO SUPPORT U.S. IN ITS CHALLENGE UNDER USMCA - CANADA TRADE MINISTRY",14,canada to launch its own dispute consultations over mexican energy policies to support us in its challenge under usmca  canada trade ministry,0
WHITE HOUSE'S KIRBY: U.S. ALLIES WILL PARTICIPATE IN ANY ADDITIONAL ACTIONS U.S. TAKES AGAINST RUSSIA'S ANNEXATION ATTEMPTS,16,white houses kirby us allies will participate in any additional actions us takes against russias annexation attempts,0
$MCRB - Seres Therapeutics: The Good And The Challenging.  https://t.co/VyZxirr09y #markets #business #finance,18,mcrb  seres therapeutics the good and the challenging   markets business finance,1
"Oil ends higher, but sees weekly drop, as Biden meets with Saudis  https://t.co/powgTqHiQQ",6,oil ends higher but sees weekly drop as biden meets with saudis  ,0
Former employees say issues plagued the crypto company Celsius years ahead of bankruptcy  https://t.co/5qDrafvNTS,2,former employees say issues plagued the crypto company celsius years ahead of bankruptcy  ,2
"$AMZN update. Outside consolidation day on lighter volume... helps fill out the 1 month W base pattern. ST &amp; daily osc overbought, but can stay that way. Post split price reaction could provide clues on next direction.  6/6: Stock split (20 for 1)  https://t.co/drEuYjZtuR",18,amzn update outside consolidation day on lighter volume helps fill out the 1 month w base pattern st amp daily osc overbought but can stay that way post split price reaction could provide clues on next direction  66 stock split 20 for 1  ,1
Global ESG bond issuance posts H1 dip as supranationals cut back  https://t.co/Yx4QZvynwq  https://t.co/xW6GniaqST,3,global esg bond issuance posts h1 dip as supranationals cut back    ,2
TORONTO STOCK INDEX POSTS LOWEST CLOSING LEVEL SINCE MARCH 2021,15,toronto stock index posts lowest closing level since march 2021,0
$PCRX: Pacira BioSciences reports downside revs  https://t.co/gnLGVv9dGh,7,pcrx pacira biosciences reports downside revs  ,2
This is a MAJOR change for Caesars  https://t.co/cZ1BgnbjNR,2,this is a major change for caesars  ,0
Yellen says U.S. aims to move ahead with global minimum corporate tax despite setback  https://t.co/SuYjJF8EoD  https://t.co/IvxhkYbS3J,1,yellen says us aims to move ahead with global minimum corporate tax despite setback    ,0
Climate bill defeat a blow to U.S. solar production -First Solar CEO  https://t.co/Wypu05HZ6l  https://t.co/5fByV7Mzcn,14,climate bill defeat a blow to us solar production first solar ceo    ,2
$USA - Liberty All-Star Equity Fund dips -11.1% to $0.16/share  https://t.co/MB782becAf,19,usa  liberty allstar equity fund dips 111 to 016share  ,0
$BC - Brunswick declares $0.365 dividend  https://t.co/aG3WWSiyvA,4,bc  brunswick declares 0365 dividend  ,0
Keysight First to Enable Laptop Vendors to Verify Arm-based 5G PCs Powered by Windows on Snapdragon Compute Platforms  https://t.co/R9H2KeMSJM  https://t.co/Etlbfj20Op,2,keysight first to enable laptop vendors to verify armbased 5g pcs powered by windows on snapdragon compute platforms    ,0
Uber’s old problems hit different  https://t.co/FWcJZPXjIp,2,ubers old problems hit different  ,2
The world’s biggest maker of batteries for electric vehicles is considering at least two locations in Mexico for a manufacturing plant to potentially supply Tesla and Ford  https://t.co/hAiIkzyDGu,2,the worlds biggest maker of batteries for electric vehicles is considering at least two locations in mexico for a manufacturing plant to potentially supply tesla and ford  ,0
What The Bank Of Canada's 100bps Rate Hike Means For The Canadian Economy.  https://t.co/bWb3N0mZBC #trading #economy #stocks,1,what the bank of canadas 100bps rate hike means for the canadian economy   trading economy stocks,0
"$NVS - Novartis Q2 core earnings rise Y/Y, reaffirms FY22 outlook; Sandoz review ""on track""  https://t.co/usiWIcqA3F",7,nvs  novartis q2 core earnings rise yy reaffirms fy22 outlook sandoz review on track  ,1
Whoever becomes Britain’s next prime minister will face a cost-of-living crisis that’s growing faster than government measures to blunt the impact of rising energy prices  https://t.co/G4hgC0smkQ,16,whoever becomes britains next prime minister will face a costofliving crisis thats growing faster than government measures to blunt the impact of rising energy prices  ,2
Good news for fans of Costco's hot dogs. 🌭  CEO Craig Jelinek had a one-word answer when asked whether he would raise the signature food court item’s price: “No.”  https://t.co/GFWrixlv4d  https://t.co/BZ2OIptOUp,2,good news for fans of costcos hot dogs   ceo craig jelinek had a oneword answer when asked whether he would raise the signature food court items price no    ,1
$BTTR - Better Choice: Lots Of Potential At A Cracking Price.  https://t.co/dybmpfMVHy #business #markets #economy,18,bttr  better choice lots of potential at a cracking price   business markets economy,1
China's central bank says it's closely watching 'accelerated' monetary policy tightening abroad  https://t.co/yllFNGbwNU,1,chinas central bank says its closely watching accelerated monetary policy tightening abroad  ,0
"Inflation: 'Consumers are reacting' to high food prices, says grocer  https://t.co/FodXMfJvCL by @ines_ferre  https://t.co/HDovUW19pf",14,inflation consumers are reacting to high food prices says grocer   by ines_ferre  ,0
Shanghai’s economy shrank almost 14% in the second quarter during a two-month lockdown  https://t.co/61wJUfgW2L,14,shanghais economy shrank almost 14 in the second quarter during a twomonth lockdown  ,2
"Unfortunately, none of those new jobs are airline pilot, flight attendant, baggage handler, gate agent, or air traffic controller.",9,unfortunately none of those new jobs are airline pilot flight attendant baggage handler gate agent or air traffic controller,0
President Biden fist-bumped Saudi Arabia’s Crown Prince Mohammed Bin Salman when the two men met for the first time in Jeddah on Friday  https://t.co/YfS6QQ6xPX,16,president biden fistbumped saudi arabias crown prince mohammed bin salman when the two men met for the first time in jeddah on friday  ,0
Consumer sentiment comes in better than expected in July  https://t.co/MfZV1JwqvP,14,consumer sentiment comes in better than expected in july  ,1
Granite REIT Declares Distribution for July 2022  https://t.co/EKiyU1Dlj8  https://t.co/GL1JOPZiL1,4,granite reit declares distribution for july 2022    ,0
Medical Microinstruments Secures $75M to Advance Robotic Microsurgery  https://t.co/qGpU5cOHJl  https://t.co/u4S1R0QKLk,2,medical microinstruments secures 75m to advance robotic microsurgery    ,0
Some beaten-down tech stocks are now 'outright cheap': JPMorgan  https://t.co/v0PLv6yMib by @BrianSozzi  https://t.co/CNqnJE1Uj4,18,some beatendown tech stocks are now outright cheap jpmorgan   by briansozzi  ,0
$MCBS - MetroCity Bankshares declares $0.15 dividend  https://t.co/djL1G6VStC,4,mcbs  metrocity bankshares declares 015 dividend  ,0
Temasek expects to slow investments as global economic outlook worsens  https://t.co/ghe7z0c0n4  https://t.co/6e4DFBcfvD,2,temasek expects to slow investments as global economic outlook worsens    ,2
"Nigeria’s inflation rate surged to a five-year high in June, increasing the likelihood that the central bank will raise interest rates again next week  https://t.co/QZpvdDSQz7",14,nigerias inflation rate surged to a fiveyear high in june increasing the likelihood that the central bank will raise interest rates again next week  ,1
$LFST - LifeStance Health Reiterates Guidance Amid High Operating Losses.  https://t.co/tyShtZ8rYE #stockmarket #economy #finance,7,lfst  lifestance health reiterates guidance amid high operating losses   stockmarket economy finance,0
$UUP hitting the 52 week high list. Observation,18,uup hitting the 52 week high list observation,0
PepsiCo raises revenue outlook after sales and profit top expectations  https://t.co/7u6o1HuiYb,7,pepsico raises revenue outlook after sales and profit top expectations  ,1
META SAYS AWARE THAT SOME PEOPLE ARE HAVING TROUBLE ACCESSING INSTAGRAM - SPOKESPERSON   SAYS WORKING TO GET THINGS BACK TO NORMAL ON INSTAGRAM AND APOLOGIZE FOR ANY INCONVENIENCE,2,meta says aware that some people are having trouble accessing instagram  spokesperson   says working to get things back to normal on instagram and apologize for any inconvenience,2
Company Inc v. Musk Update: DE Judicial Watchdog Group Makes Rev. Al Sharpton Available to Media as Chancery Court Expert  https://t.co/ei5ygWsTAs  https://t.co/dTmarQhX5b,12,company inc v musk update de judicial watchdog group makes rev al sharpton available to media as chancery court expert    ,0
$AMNL - Applied Minerals enters agreement to sell iron oxide assets  https://t.co/DZUxXUWrhs,13,amnl  applied minerals enters agreement to sell iron oxide assets  ,0
$CTRU $ARKK $TDOC - Cathie Wood closes the doors on its ARK Transparency ETF (CTRU)  https://t.co/hstx4CEkzk,18,ctru arkk tdoc  cathie wood closes the doors on its ark transparency etf ctru  ,0
$NNXPF - NanoXplore's CFO announces exit to take up role at EV battery division  https://t.co/17zBWA7P3w,17,nnxpf  nanoxplores cfo announces exit to take up role at ev battery division  ,0
Mayville Engineering Company Announces Second Quarter 2022 Earnings Release and Conference Call  https://t.co/5Stisv4UQu  https://t.co/tGyPnI3joQ,5,mayville engineering company announces second quarter 2022 earnings release and conference call    ,0
"A cutoff in Russian natural gas supplies could result in a hit of as much as 2.65% to the European Union’s economy, according to an IMF working paper  https://t.co/5vFbtvgaP1",14,a cutoff in russian natural gas supplies could result in a hit of as much as 265 to the european unions economy according to an imf working paper  ,2
$PLRX (-5.0% pre) Pliant Therapeutics Inc. (PLRX) Announces $150M Common Stock Offering - SI   https://t.co/IOvOSjhZXU,19,plrx 50 pre pliant therapeutics inc plrx announces 150m common stock offering  si   ,0
Canadian Wholesale Trade Sales (M/M) Jul: 1.6% (est 2.0%; prev -0.5%),14,canadian wholesale trade sales mm jul 16 est 20 prev 05,0
"Alliance Resource Partners, L.P. Announces Second Quarter 2022 Earnings Conference Call  https://t.co/RiIAl09qfJ  https://t.co/nhW1OoMsZy",5,alliance resource partners lp announces second quarter 2022 earnings conference call    ,0
S&amp;P 500 futures edge lower ahead of kickoff to earnings season  https://t.co/QZrpF7aZxy,15,sampp 500 futures edge lower ahead of kickoff to earnings season  ,2
Michael S. Barr Sworn In As Fed Vice Chair For Supervision    https://t.co/9CNsDy1B9W,17,michael s barr sworn in as fed vice chair for supervision    ,0
"Indonesia will temporarily stop sending more workers to Malaysia, demanding that its neighbor commit to agreements between the two nations to resolve labor issues  https://t.co/1norQKbRxc",14,indonesia will temporarily stop sending more workers to malaysia demanding that its neighbor commit to agreements between the two nations to resolve labor issues  ,0
"Germany needs to generate more renewable energy to reduce its reliance on fossil-fuel imports and deal with expected natural gas shortages, Chancellor Olaf Scholz says  https://t.co/w68f5jxAsE",14,germany needs to generate more renewable energy to reduce its reliance on fossilfuel imports and deal with expected natural gas shortages chancellor olaf scholz says  ,0
From Breakingviews - FOMO will be private equity’s saving grace  https://t.co/I4m8sKXqly,9,from breakingviews  fomo will be private equitys saving grace  ,0
$AAPL - Apple releases new report highlighting its health and fitness prowess  https://t.co/6ONdavQXwT,2,aapl  apple releases new report highlighting its health and fitness prowess  ,0
Beware the coming wave of competent populists  https://t.co/893QkcFuYC,16,beware the coming wave of competent populists  ,0
$AER $GOL - AerCap signs lease agreements for 737-800 Boeing Converted Freighters with GOL  https://t.co/2Zel41D5a1,2,aer gol  aercap signs lease agreements for 737800 boeing converted freighters with gol  ,0
United Insurance Holdings Corp. Announces Review of Strategic and Capital Raising Alternatives  https://t.co/Rq1LUYuT0k  https://t.co/AFj6xTYbvB,2,united insurance holdings corp announces review of strategic and capital raising alternatives    ,0
CHINA'S 2022 CPI TARGET OF ABOUT 3.0% IS ACHIEVABLE - ECONOMIC DAILY,14,chinas 2022 cpi target of about 30 is achievable  economic daily,0
"U.S. inflation rose 9.1% in June, a worse-than-expected increase as prices continue to rise.  https://t.co/ULGOOtQieD",14,us inflation rose 91 in june a worsethanexpected increase as prices continue to rise  ,2
$PANW $PL $MXCT $HCAT,18,panw pl mxct hcat,0
RECAP 7/15 Chatter: $DIS + ESPN+ price raise $TAN (Solar) + Manchin says maybe Sept $HNST + Launches $ULTA   Live Breaking trading news  https://t.co/yChRCnTfJV,18,recap 715 chatter dis  espn price raise tan solar  manchin says maybe sept hnst  launches ulta   live breaking trading news  ,0
U.S. charges two financiers with money laundering in PDVSA bribery scheme  https://t.co/6YDZQAGE7y  https://t.co/pJsux2vTaI,12,us charges two financiers with money laundering in pdvsa bribery scheme    ,0
Best-performing stocks in the $SPY since 6/8'  $GIS $DRE $CHD $CLX $MNST $LW $DG $VRTX  https://t.co/Z99I7jAONF,18,bestperforming stocks in the spy since 68  gis dre chd clx mnst lw dg vrtx  ,1
"The cryptocurrency market has lost more than $2,000,000,000,000 😅  https://t.co/BBLyk2gsZS",15,the cryptocurrency market has lost more than 2000000000000   ,2
The Nigerian central bank’s plan to rein in inflation may prove to be even more difficult after diesel prices tripled in June and show little signs of relenting  https://t.co/qoOTsXJbD5,1,the nigerian central banks plan to rein in inflation may prove to be even more difficult after diesel prices tripled in june and show little signs of relenting  ,2
Docebo to Host Second Quarter Fiscal 2022 Conference Call  https://t.co/RewKhpq8xM  https://t.co/1ndQDlJc9q,5,docebo to host second quarter fiscal 2022 conference call    ,0
$CP $DSGX $IONS $NVS,18,cp dsgx ions nvs,0
Penny Mordaunt’s campaign claimed that foreign secretary Liz Truss could not win a general election and that if she became prime minister Tory MPs risked losing their seats  https://t.co/EJqNwkY4wy,16,penny mordaunts campaign claimed that foreign secretary liz truss could not win a general election and that if she became prime minister tory mps risked losing their seats  ,2
"For those dismayed at the searing heat afflicting much of the planet, some sobering news from the world’s biggest coal industry: the dirtiest fossil fuel will remain China’s mainstay source of energy for a decade or more  https://t.co/J7oxDgkO7I",9,for those dismayed at the searing heat afflicting much of the planet some sobering news from the worlds biggest coal industry the dirtiest fossil fuel will remain chinas mainstay source of energy for a decade or more  ,2
$SPY $SPX $ES_F Breakout of the range to upside and RED TO GREEN MOVE.     https://t.co/iQzl9fUBhe,18,spy spx es_f breakout of the range to upside and red to green move     ,0
$HAL - Is Halliburton Stock A Buy Before Upcoming Earnings?.  https://t.co/F1i7cJ5iUr #business #trading #stockmarket,5,hal  is halliburton stock a buy before upcoming earnings   business trading stockmarket,1
European markets seen slightly higher after China's economic growth slumps  https://t.co/bd9nMI9aQU,15,european markets seen slightly higher after chinas economic growth slumps  ,1
"Germany raises its targets for gas storage, reflecting growing concern about the country’s ability to heat homes and run factories this winter and next  https://t.co/BR5sciOFoZ",14,germany raises its targets for gas storage reflecting growing concern about the countrys ability to heat homes and run factories this winter and next  ,2
A private funeral for Shinzo Abe is expected on Tuesday as the nation continues to mourn his death. Isabel Reynolds reports on Bloomberg Television  https://t.co/dKQW1V6HrO  https://t.co/cpXnDjSB94,16,a private funeral for shinzo abe is expected on tuesday as the nation continues to mourn his death isabel reynolds reports on bloomberg television    ,0
US SAID TO GET READY TO EXTEND COVID HEALTH EMERGENCY FRIDAY - REPORT,14,us said to get ready to extend covid health emergency friday  report,0
Britain’s competition watchdog opens a probe into how some of the nation’s top sports TV broadcasters including Sky and BT may have colluded to buy freelance services  https://t.co/ZfJRoZEQo7,12,britains competition watchdog opens a probe into how some of the nations top sports tv broadcasters including sky and bt may have colluded to buy freelance services  ,0
China Stats Bureau Spokesman: China's Economy Faces Many Challenges,14,china stats bureau spokesman chinas economy faces many challenges,2
"JUST IN: Singapore's central bank says it intends to expand crypto regulations, including tightening retail investors' access even more  https://t.co/IenSmPbl9F",1,just in singapores central bank says it intends to expand crypto regulations including tightening retail investors access even more  ,0
Results of MotorK General Meeting  https://t.co/7wjV9XDAgA  https://t.co/bR48iA8KGm,2,results of motork general meeting    ,0
$SHJBF $CHRS - Coherus/Junshi's toripalimab gets orphan drug tag in EU for head/neck cancer subtype  https://t.co/IpddQbf4ef,2,shjbf chrs  coherusjunshis toripalimab gets orphan drug tag in eu for headneck cancer subtype  ,1
GREEN market,15,green market,0
Legislation to provide $52 billion in grants and incentives for US semiconductor manufacturing and to secure the supply chain for wireless communication is likely to get a Senate vote on passage next week  https://t.co/EY7OSqfDD2,16,legislation to provide 52 billion in grants and incentives for us semiconductor manufacturing and to secure the supply chain for wireless communication is likely to get a senate vote on passage next week  ,0
$COIN $BTC-USD - Crypto exchange Binance fined by Dutch central bank for illegal operations  https://t.co/I4dKDKmqz3,12,coin btcusd  crypto exchange binance fined by dutch central bank for illegal operations  ,0
$AMZA - InfraCap MLP ETF declares $0.22 dividend  https://t.co/c4AND7IvXE,4,amza  infracap mlp etf declares 022 dividend  ,0
One of at least 87 children secretly fathered by an Indiana fertility doctor in the 1970s and '80s sued Netflix for exposing her identity in the documentary “Our Father”  https://t.co/QGr9nV5vdb,9,one of at least 87 children secretly fathered by an indiana fertility doctor in the 1970s and 80s sued netflix for exposing her identity in the documentary our father  ,2
$ALK - Alaska Air Q2 2022 Earnings Preview  https://t.co/4Ak9zhca9c,5,alk  alaska air q2 2022 earnings preview  ,0
"Groupe Touchette strikes a deal to acquire American Tire Distributors’ assets in Canada, a move that may roughly double its annual sales  https://t.co/y7upUOqPTH",13,groupe touchette strikes a deal to acquire american tire distributors assets in canada a move that may roughly double its annual sales  ,0
RISHI SUNAK HAS VOWED TO RUN THE ECONOMY LIKE MARGARET THATCHER IF HE BECOMES THE NEXT UK PRIME MINISTER - THE TELEGRAPH,16,rishi sunak has vowed to run the economy like margaret thatcher if he becomes the next uk prime minister  the telegraph,0
"Will #inflation return to normal?  Barkin: ""That answer is simple: yes. Inflation is too high. But the Fed has the tools to contain inflation over the medium-term, and we are committed to returning inflation to our target.""  https://t.co/dLT9Dxkora",1,will inflation return to normal  barkin that answer is simple yes inflation is too high but the fed has the tools to contain inflation over the mediumterm and we are committed to returning inflation to our target  ,1
GM just unveiled its new Chevrolet Blazer — the company's latest electric vehicle. Take a look:  https://t.co/XLnVZXiNlz  https://t.co/aBw37I7d1c,2,gm just unveiled its new chevrolet blazer  the companys latest electric vehicle take a look    ,0
$WING - resting after a big runup  https://t.co/Vt4c8zAND5,18,wing  resting after a big runup  ,0
Bragg Gaming Expands Partnership with Rush Street Interactive to Rollout Online Casino Content with  https://t.co/olV1homEQE Brand in Ontario  https://t.co/3Gvfpb82NN  https://t.co/tvRXOR3bZM,2,bragg gaming expands partnership with rush street interactive to rollout online casino content with   brand in ontario    ,0
